Target,Uniprot,Multiplicity
P11838_1gvw,P11838,5
P15056_3skc,P15056,2
P11444_1mdl,P11444,1
Q13490_4mu7,Q13490,1
P25774_3iej,P25774,1
P45452_2yig,P45452,1
C3W5S0_5wdc,C3W5S0,2
Q9H2K2_4bs4,Q9H2K2,2
P47205_3u1y,P47205,2
Q13451_4jfl,Q13451,1
Q08499_3sl8,Q08499,3
Q9WMX2_3fql,Q9WMX2,2
P61823_1afl,P61823,1
P08709_5tqe,P08709,1
P78417_6mhb,P78417,1
Q07599_4d8s,Q07599,2
Q9L5C8_6bt6,Q9L5C8,1
P15090_5edc,P15090,1
Q13464_5hvu,Q13464,2
P00517_1sve,P00517,1
P17707_3dz6,P17707,1
O76083_3jsi,O76083,1
Q4FZB7_5cpr,Q4FZB7,2
P51449_5nu1,P51449,3
Q9H2K2_4l0i,Q9H2K2,2
P69834_2yc3,P69834,1
P00918_3b4f,P00918,3
Q9NUW8_6djj,Q9NUW8,1
P0AEG4_6poi,P0AEG4,2
P54818_4ufj,P54818,3
Q14680_4d2v,Q14680,2
Q38CA1_6mxc,Q38CA1,1
P43405_5tt7,P43405,1
Q16539_3huc,Q16539,4
P08179_1c2t,P08179,1
O14757_2xey,O14757,2
P15056_5csw,P15056,2
P17612_3l9m,P17612,1
Q9RFR0_2y4k,Q9RFR0,1
P00517_4c37,P00517,1
Q08499_6imt,Q08499,3
P00436_4whs,P00436,3
O35904_5t28,O35904,1
P39900_5cxa,P39900,1
Q9UM73_5aaa,Q9UM73,1
A4TVL0_5oh3,A4TVL0,1
P56817_3udn,P56817,3
Q9UGL1_6h4z,Q9UGL1,4
P56524_2vqm,P56524,1
P03951_4x6m,P03951,2
Q01469_5hz5,Q01469,1
Q9UBN7_6ce8,Q9UBN7,1
P06968_2hrm,P06968,1
P28720_3sm0,P28720,3
Q96RI1_5q10,Q96RI1,1
P49137_3m2w,P49137,2
P31939_1p4r,P31939,5
P17931_5h9r,P17931,1
Q16539_1w82,Q16539,4
Q9NWZ3_4xs2,Q9NWZ3,2
P21836_2xup,P21836,4
P9WI55_5kdf,P9WI55,1
P00918_1i9o,P00918,3
Q9R117_4e20,Q9R117,1
P56817_4h3i,P56817,3
Q6PL18_4tu4,Q6PL18,5
P49841_4acc,P49841,2
Q01064_4npv,Q01064,1
P27487_1x70,P27487,11
Q92731_1zaf,Q92731,2
P28720_4puj,P28720,3
P27487_3sx4,P27487,11
P27487_5y7h,P27487,1
Q9H2K2_4hlh,Q9H2K2,2
P30405_4j58,P30405,2
P03372_1xp9,P03372,1
P00742_2xbx,P00742,2
O14757_2xez,O14757,2
P07900_6cyh,P07900,1
O96935_3ebh,O96935,1
Q9Y233_2wey,Q9Y233,1
P00742_1mq5,P00742,2
O14757_2brg,O14757,2
P41148_6baw,P41148,1
P07900_3r92,P07900,1
P51955_2xk3,P51955,1
P03951_4crb,P03951,2
O14757_5opv,O14757,2
P14174_4k9g,P14174,2
P76141_4l50,P76141,1
P00883_3tu9,P00883,1
P05543_2ceo,P05543,1
Q6PL18_5lj0,Q6PL18,5
Q13627_5a54,Q13627,3
Q9BZP6_2ybu,Q9BZP6,1
P30113_1oe7,P30113,1
P23458_6bbu,P23458,1
O60674_5tq7,O60674,2
P00533_2itp,P00533,1
P56817_4b00,P56817,3
P53355_5av0,P53355,1
P00436_3pcc,P00436,3
Q13526_3ikd,Q13526,1
P61964_4ql1,P61964,2
P28482_4qp7,P28482,4
P11309_4lmu,P11309,1
O35904_4v0i,O35904,1
P00533_1xkk,P00533,1
P22629_2izl,P22629,1
P00742_2fzz,P00742,2
Q2N0S5_5u7m,Q2N0S5,4
P00742_4btt,P00742,2
P00352_4wpn,P00352,2
P36639_6f23,P36639,1
P08200_9icd,P08200,1
P07900_2xhx,P07900,1
Q08499_1xor,Q08499,3
P00918_3ibu,P00918,3
P37231_4xum,P37231,2
O74036_4b33,O74036,2
O60760_4ee0,O60760,1
P48730_4tw9,P48730,2
P0A3F4_2xzw,P0A3F4,2
B1MDI3_6qqw,B1MDI3,2
P12931_1o42,P12931,2
P10415_6o0k,P10415,2
P07900_2yi5,P07900,1
O14965_5os1,O14965,3
P26663_3h59,P26663,3
Q13464_3twj,Q13464,2
P07900_1uyk,P07900,1
P00742_2y7z,P00742,2
Q16539_4aac,Q16539,4
O60885_5t35,O60885,1
P04637_4agn,P04637,10
P25098_5ukk,P25098,1
Q05127_4ibc,Q05127,1
P00374_4g95,P00374,1
O60885_4c66,O60885,1
P42336_6oac,P42336,7
P05089_3mfv,P05089,1
P04632_4wq2,P04632,1
Q6P988_6r8q,Q6P988,1
P43405_5y5t,P43405,1
P14735_4gsc,P14735,2
P83410_1gzc,P83410,1
P39900_3lik,P39900,1
P0A988_4k3k,P0A988,1
P48736_5jha,P48736,1
P43405_4rx9,P43405,1
P24941_4nj3,P24941,3
P51955_2xk4,P51955,1
P24941_1ykr,P24941,2
O14965_6c2t,O14965,3
P56817_4b78,P56817,3
Q9R4E4_2pqb,Q9R4E4,1
P42336_5xgh,P42336,7
A5K4U6_5hn9,A5K4U6,1
Q9UGL1_6h50,Q9UGL1,4
P07900_3b25,P07900,1
P00749_1w12,P00749,3
O14757_2brn,O14757,2
B6H6L7_6kjf,B6H6L7,1
P00489_2prj,P00489,4
P31151_2wos,P31151,1
A9XG43_5dp4,A9XG43,1
P00918_3hkt,P00918,3
P14210_5cs5,P14210,1
P07900_5fnc,P07900,1
Q9NWZ3_6o9d,Q9NWZ3,2
P02766_5l4i,P02766,1
P52333_4i6q,P52333,2
P24941_1v1k,P24941,2
O00408_5tzz,O00408,1
P00760_1f0u,P00760,2
P45452_5uwk,P45452,1
P12004_3wgw,P12004,1
P0AD64_3d4f,P0AD64,2
P04058_6g1w,P04058,8
O14757_2hxl,O14757,2
P56817_4r93,P56817,3
P09960_3fum,P09960,1
P07900_6eya,P07900,1
P00749_2viv,P00749,2
P04637_5a7b,P04637,10
O14786_3i97,O14786,1
P95468_2ay5,P95468,3
O92972_4jju,O92972,3
P56817_6uvp,P56817,2
P27487_5t4f,P27487,11
Q9KPL5_4pda,Q9KPL5,2
P22894_1bzs,P22894,2
Q9Y233_4lm3,Q9Y233,1
Q12852_5vo2,Q12852,1
P33981_5ap3,P33981,1
A9XG43_5c1x,A9XG43,1
P08581_4gg7,P08581,1
P0C6X7_4twy,P0C6X7,1
O74036_4b3c,O74036,2
O14965_2x6d,O14965,3
P07900_5j82,P07900,1
A6QHR2_1jik,A6QHR2,1
Q04631_1n95,Q04631,1
Q9Y233_4msa,Q9Y233,1
P12497_4phv,P12497,1
P0C6Y8_3tay,P0C6Y8,1
A8DG50_3su4,A8DG50,1
P55201_5o5h,P55201,1
P10275_2ylq,P10275,4
P27487_3o9v,P27487,11
P43405_4puz,P43405,1
O60674_4f09,O60674,2
O60885_5d3s,O60885,1
P00720_1li3,P00720,1
Q16539_3roc,Q16539,4
P33981_5ei2,P33981,1
O60885_4qr5,O60885,1
P04626_3rcd,P04626,1
P02768_2ydf,P02768,8
Q16539_1bmk,Q16539,4
Q8WQX9_5g2b,Q8WQX9,1
P43405_6hm6,P43405,1
P09955_2piz,P09955,1
P15090_5y0x,P15090,1
O43175_6rj5,O43175,1
P19491_1syi,P19491,2
P00760_2zdm,P00760,2
Q8A712_3e81,Q8A712,2
P15056_6n0p,P15056,2
O15496_6g5j,O15496,1
P13864_5gut,P13864,1
O96013_4o0x,O96013,1
P50750_4bcf,P50750,1
P37268_1ezf,P37268,1
Q90K99_3o9d,Q90K99,1
P28523_4dgn,P28523,1
Q62230_2bve,Q62230,1
P14324_3n5h,P14324,3
P32890_1lt6,P32890,2
P08069_3i81,P08069,2
P24941_3lfn,P24941,2
Q08638_2cet,Q08638,1
P07900_3owb,P07900,1
P07900_3d0b,P07900,1
P00693_2qpu,P00693,1
P50053_3ro4,P50053,3
P15090_3fr4,P15090,1
Q9WMX2_4nld,Q9WMX2,2
Q08499_1q9m,Q08499,3
P07900_4cwo,P07900,1
P25440_6fff,P25440,2
P04637_5o1g,P04637,10
Q9UKV8_3qx9,Q9UKV8,5
P28523_2pvh,P28523,1
P18031_2qbr,P18031,11
P49336_5hbe,P49336,1
P00918_6h34,P00918,3
P08631_2c0o,P08631,1
O15530_1uvr,O15530,4
P15917_4xm7,P15917,1
Q46822_1q54,Q46822,1
P56817_4exg,P56817,3
Q9UM73_4cnh,Q9UM73,1
P22734_5k0f,P22734,5
O96017_4a9t,O96017,1
Q99AU2_3cwj,Q99AU2,2
Q96RI1_5q0v,Q96RI1,1
P00436_4whq,P00436,3
Q16539_1wbt,Q16539,4
P04058_5nap,P04058,1
P56817_4j1h,P56817,3
P95607_3i51,P95607,1
P62937_6gji,P62937,3
P56817_4h3j,P56817,3
P07900_4lwe,P07900,1
P0AE18_2q96,P0AE18,1
Q08638_2j75,Q08638,1
R4NFR6_5jyy,R4NFR6,2
P9WFK7_6p3u,P9WFK7,1
P24941_3sqq,P24941,2
P27487_2bub,P27487,11
P54645_4qfr,P54645,2
Q6XEC0_5qa8,Q6XEC0,1
P23470_3qcf,P23470,1
O53512_2ypo,O53512,2
Q00955_1uys,Q00955,6
O14757_3u9n,O14757,2
P9WKE1_5nr7,P9WKE1,1
P28482_2ojj,P28482,4
Q9Y233_4lm1,Q9Y233,1
O24872_3qxc,O24872,1
P32890_1jqy,P32890,2
A5H660_6htz,A5H660,3
P09960_3chq,P09960,1
Q9H2K2_5al3,Q9H2K2,2
Q6GJI9_4hld,Q6GJI9,1
Q9K169_4umb,Q9K169,1
P40107_5ogk,P40107,1
O75936_4bgm,O75936,1
P10121_5niy,P10121,1
P51449_6cn6,P51449,3
Q6MLN6_6hq7,Q6MLN6,2
P09960_3fuf,P09960,1
P48736_4wwn,P48736,1
Q9Y5Y6_4jyt,Q9Y5Y6,1
P00517_2uw7,P00517,1
P04629_4yps,P04629,1
P08581_3u6i,P08581,1
O14757_3ot3,O14757,2
Q16539_4aa4,Q16539,4
P25440_6mo7,P25440,2
P07900_2wi6,P07900,1
Q95WL3_4dwb,Q95WL3,1
P06276_5dyw,P06276,13
P22629_1ndj,P22629,2
P56817_3msk,P56817,3
O14965_2x6e,O14965,3
P02879_1il4,P02879,1
O00255_4gq4,O00255,3
P36639_6f1x,P36639,1
P61157_3dxk,P61157,2
P56817_4jp9,P56817,3
P08254_1d8m,P08254,1
P56817_4j0z,P56817,3
D0VX21_3sut,D0VX21,1
P00918_1i9l,P00918,3
P74325_2b1r,P74325,1
P24941_2r3f,P24941,2
P00742_2xbv,P00742,2
Q92769_3max,Q92769,3
O14757_4hyi,O14757,2
P03367_2o4s,P03367,2
P35968_4ase,P35968,1
Q9WMX2_5trk,Q9WMX2,2
P00749_3kid,P00749,3
Q13627_6ej4,Q13627,3
P06401_1sqn,P06401,1
Q9NWZ3_6f3i,Q9NWZ3,2
O95271_3uh4,O95271,2
P08069_3nw6,P08069,2
P03369_3bxs,P03369,1
O14744_4x63,O14744,1
P04789_1iig,P04789,1
Q08499_6ftw,Q08499,3
O06842_5d9p,O06842,1
P04058_6ezg,P04058,8
O32080_2hmu,O32080,1
P55042_3q7q,P55042,1
O60885_6ckr,O60885,1
A4TVL0_6r12,A4TVL0,1
P00929_1a50,P00929,1
P12497_4qnb,P12497,1
P33981_4bi2,P33981,1
Q460N5_6fzm,Q460N5,1
O75164_5f5i,O75164,2
P08179_1gar,P08179,1
P24941_3rjc,P24941,2
P81947_4o2b,P81947,9
Q8IDJ8_4pg3,Q8IDJ8,1
P03369_3ekp,P03369,1
P56817_3udq,P56817,3
Q04609_4ngn,Q04609,5
P04587_3cyw,P04587,1
P19491_1m5e,P19491,2
P24941_1pye,P24941,3
Q16539_3nnu,Q16539,4
Q8WWQ0_5ene,Q8WWQ0,2
Q13126_6dz3,Q13126,2
O15540_1fe3,O15540,1
P81947_6hx8,P81947,9
P09464_1lke,P09464,1
Q6DE08_3ztx,Q6DE08,1
B1MDI3_6qrd,B1MDI3,2
P02791_3f36,P02791,1
P00918_5amg,P00918,3
Q9NZK7_5wzt,Q9NZK7,1
P00766_4q2k,P00766,2
Q05097_1oko,Q05097,1
P09874_2rcw,P09874,1
P55055_3kfc,P55055,1
P48730_3uyt,P48730,2
Q9BH77_1nhg,Q9BH77,1
P52333_4z16,P52333,2
R4NFR6_5l17,R4NFR6,2
O14965_2x81,O14965,3
O14965_4byj,O14965,3
P43235_1bgo,P43235,1
E7E815_3qzq,E7E815,1
Q13093_5lz4,Q13093,1
Q9UIF8_5e74,Q9UIF8,1
P03367_3vfb,P03367,2
P09960_3fu5,P09960,1
P43235_1q6k,P43235,2
U3KMH2_6df4,U3KMH2,1
A2IC68_4avh,A2IC68,1
Q9BZ95_6g2f,Q9BZ95,1
P56817_3ckp,P56817,3
P03372_1uom,P03372,1
P52333_5tts,P52333,2
O14757_5oq6,O14757,2
P11309_3r01,P11309,1
P48736_3qar,P48736,1
Q96RI1_3okh,Q96RI1,1
P24941_6guh,P24941,3
P00742_1nfy,P00742,2
Q9UM73_6e0r,Q9UM73,1
P29724_2fqx,P29724,1
P15056_4xv1,P15056,2
P28482_4qpa,P28482,4
P21836_2ha6,P21836,1
P0A884_1f4e,P0A884,1
P55201_5mwz,P55201,1
P26281_5etm,P26281,1
Q13490_4lgu,Q13490,1
P07900_4nh7,P07900,1
P43405_4xg7,P43405,1
A5K8L9_5gvn,A5K8L9,3
P00918_5nxv,P00918,3
P07900_6eln,P07900,1
P23687_3eq9,P23687,1
Q13635_6rtw,Q13635,8
Q9H2K2_4pnl,Q9H2K2,2
P00760_5mnb,P00760,2
Q03111_6t1o,Q03111,1
P00918_3ryx,P00918,9
Q01853_3cf1,Q01853,1
O43353_6fu5,O43353,1
P0A786_1q95,P0A786,1
P26446_6i8m,P26446,1
Q99AU2_3hhk,Q99AU2,2
P08246_5a8x,P08246,4
P07900_2bz5,P07900,1
P53779_2o0u,P53779,1
P27915_5ehi,P27915,1
P23458_4e5w,P23458,1
Q04609_3d7d,Q04609,5
Q13526_3kab,Q13526,1
P56817_3l5b,P56817,3
P00492_5brn,P00492,1
O75164_4bis,O75164,2
O60885_5ku3,O60885,1
Q8II92_3t70,Q8II92,3
O14757_2ym5,O14757,2
Q9ZAG3_1nu3,Q9ZAG3,2
Q26998_1upf,Q26998,2
O95819_4obq,O95819,2
P56817_3veu,P56817,3
O43570_6g5l,O43570,1
P37231_6c5t,P37231,2
Q9H2K2_4l34,Q9H2K2,2
P9WK17_5drc,P9WK17,1
P03369_3hlo,P03369,1
P39900_5i3m,P39900,1
P00651_1rnt,P00651,1
O76074_5zz2,O76074,2
Q9C0B1_4ie4,Q9C0B1,1
P00918_5fdi,P00918,3
Q14397_4ohm,Q14397,1
P29375_6bgw,P29375,1
Q07820_6qz6,Q07820,1
P07236_4eo4,P07236,1
Q5TCY1_4btk,Q5TCY1,1
P56817_4d88,P56817,3
P25440_4a9n,P25440,2
P05413_1hmr,P05413,4
P00797_4xx3,P00797,3
P04058_1w6r,P04058,8
Q8DQ18_4ac3,Q8DQ18,1
P02879_4esi,P02879,1
P61964_6u6w,P61964,2
P02701_2a5b,P02701,1
P07550_6ps5,P07550,1
P07900_3ekr,P07900,1
A8EVM5_5kls,A8EVM5,8
P09955_3wc7,P09955,1
P07900_2ccs,P07900,1
P07900_2xhr,P07900,1
P45452_3kry,P45452,1
P98170_4kjv,P98170,2
P26361_1r10,P26361,1
P00918_4qjm,P00918,3
Q9H2K2_5nwg,Q9H2K2,2
P29274_3qak,P29274,5
Q9UIF8_5orb,Q9UIF8,1
O60885_5igk,O60885,1
P29597_6nzh,P29597,1
P29466_1bmq,P29466,1
O60674_6bbv,O60674,2
Q08638_2j7e,Q08638,1
Q9UGL1_5a3n,Q9UGL1,4
Q8WZA1_5ggl,Q8WZA1,1
P24941_2r3j,P24941,2
Q13627_6eir,Q13627,3
P0AE18_2evm,P0AE18,1
P43405_4dfl,P43405,1
O43570_4qjw,O43570,1
Q96C86_5osy,Q96C86,2
Q96RI1_5q0l,Q96RI1,1
P00918_1cin,P00918,3
P11362_6nvl,P11362,1
P0A8M3_4hwp,P0A8M3,1
Q460N5_3q6z,Q460N5,1
O96013_4o0y,O96013,1
O15826_2yaz,O15826,2
P02766_3nee,P02766,1
P07900_4xit,P07900,1
Q04760_3vw9,Q04760,3
P08581_5eob,P08581,1
P43490_4m6q,P43490,2
P37231_1nyx,P37231,2
P21836_1q84,P21836,4
Q8II92_1vyq,Q8II92,3
Q9H8M2_4z6i,Q9H8M2,1
Q8DQB5_4lpb,Q8DQB5,1
P68693_2v54,P68693,1
Q16539_3o8p,Q16539,4
Q07820_4oq5,Q07820,1
P22102_1njs,P22102,1
P23254_1tka,P23254,2
P04629_6nss,P04629,1
P00730_1hdq,P00730,1
P14324_3n6k,P14324,3
P24941_4cfm,P24941,3
O60885_5d26,O60885,1
P08337_1pun,P08337,1
O60885_6cks,O60885,1
O14757_2brm,O14757,2
P09955_4uib,P09955,1
P73954_5o3q,P73954,3
P49336_5fgk,P49336,1
O60885_5cp5,O60885,1
P04637_4agl,P04637,10
Q9H2K2_4l33,Q9H2K2,2
Q9BJF5_3t3v,Q9BJF5,1
Q9QLL6_5efc,Q9QLL6,1
O60885_5eis,O60885,1
P56817_4wtu,P56817,3
P0AFG8_2qta,P0AFG8,2
P29375_5isl,P29375,1
P41148_5in9,P41148,1
P00918_3dbu,P00918,3
P35968_3cp9,P35968,1
P00533_3w33,P00533,1
O60341_5lhg,O60341,1
P20231_2fxr,P20231,1
P24941_1h08,P24941,2
Q16539_1yqj,Q16539,4
P00918_5fng,P00918,3
P24941_2iw8,P24941,3
P56817_3s7m,P56817,3
O60341_4uvc,O60341,1
Q96RI1_5q0z,Q96RI1,1
P15917_1pwq,P15917,1
Q24451_3ejp,Q24451,2
P07900_5j2x,P07900,1
P48736_4dk5,P48736,1
O75164_6h4w,O75164,2
O14757_3tki,O14757,2
P97612_3k7f,P97612,1
P20371_1eoc,P20371,1
Q9KPL5_4pd7,Q9KPL5,2
P22102_4zyv,P22102,1
Q26710_5gn9,Q26710,1
P56649_1ihy,P56649,2
P09391_3zeb,P09391,5
O14786_5jgq,O14786,1
Q59H18_6b5j,Q59H18,1
Q9BZ95_6g25,Q9BZ95,1
P07900_6f1n,P07900,1
P00533_6p1d,P00533,1
P00533_5gty,P00533,1
Q1RBS0_6aoy,Q1RBS0,1
P09960_3fuj,P09960,1
O43353_5j7b,O43353,1
Q9UG22_2xto,Q9UG22,1
P03951_1zpc,P03951,2
O75116_6ed6,O75116,1
P00722_3vd9,P00722,1
Q9UM73_4cd0,Q9UM73,1
P23458_4ivc,P23458,1
P08709_5u6j,P08709,1
C3W5S0_5w7u,C3W5S0,2
P24941_3s00,P24941,2
P56817_3dv5,P56817,3
Q8WWA0_4wmy,Q8WWA0,1
O00255_4og5,O00255,3
P53686_1szd,P53686,1
P02638_5dkn,P02638,1
Q16539_4aa5,Q16539,4
P0A0K8_3u2k,P0A0K8,2
O67854_4mm8,O67854,5
Q9BX68_5km5,Q9BX68,1
Q07343_1xmu,Q07343,1
H3BCW1_6hgz,H3BCW1,1
P04587_2f81,P04587,1
P61964_6u5y,P61964,2
P56817_4zpg,P56817,3
Q8NFU5_6m8c,Q8NFU5,1
P49354_1ld8,P49354,1
P09874_5xst,P09874,1
O24872_3mle,O24872,1
O96935_4zqt,O96935,1
P56817_3r2f,P56817,3
Q16539_3uvp,Q16539,4
P48825_4iic,P48825,4
P11309_4rpv,P11309,1
P80188_4k19,P80188,1
P0A6D3_2aay,P0A6D3,1
P28482_3i5z,P28482,4
P56817_4zsp,P56817,3
P61823_1jn4,P61823,1
P43912_4mcc,P43912,2
Q1RBS0_6arn,Q1RBS0,1
P00746_6qmt,P00746,2
P45452_3kek,P45452,1
P00533_5ugb,P00533,1
P04637_6ggb,P04637,9
P05050_3t4v,P05050,1
P16753_1nju,P16753,1
P23616_4bt4,P23616,1
P33247_1sqc,P33247,1
P00517_2uw8,P00517,1
P63279_5f6u,P63279,1
P00746_5fbi,P00746,2
O60885_5y8w,O60885,1
P56658_1o5r,P56658,1
O00255_4x5z,O00255,3
P24941_2uue,P24941,3
Q9Y5Y6_4o97,Q9Y5Y6,1
P56817_4h3g,P56817,3
C7C422_6d1g,C7C422,1
P28907_3u4i,P28907,1
O15294_4gz3,O15294,4
P56817_2hiz,P56817,3
Q04631_2zir,Q04631,1
O60885_5wmg,O60885,1
P03418_4uce,P03418,1
P0AEG4_6pml,P0AEG4,2
P14174_5hvs,P14174,3
O44049_1n1v,O44049,1
Q8IKG4_5jbi,Q8IKG4,1
P03951_4crf,P03951,2
Q8WQX9_5l9h,Q8WQX9,1
P03366_1hos,P03366,1
P42574_1rhm,P42574,1
O00408_6cyd,O00408,1
Q96RI1_5q0u,Q96RI1,1
P11797_4z2g,P11797,1
Q16539_3gc7,Q16539,4
P29597_4gj3,P29597,1
P31749_3qkl,P31749,2
P06276_6qad,P06276,12
Q7KQK0_5k8s,Q7KQK0,1
P11309_5dwr,P11309,1
O95819_5di1,O95819,2
O43924_5x74,O43924,1
Q83883_4xbb,Q83883,1
P98170_3cm2,P98170,2
P77526_3gx0,P77526,1
P08581_3r7o,P08581,1
P00746_6fui,P00746,2
P18031_2h4g,P18031,11
Q09472_5lpm,Q09472,2
P0AES6_5z9e,P0AES6,2
P28907_2pgl,P28907,1
P15917_4xm6,P15917,1
P00798_1ppk,P00798,3
Q8TEK3_5mw4,Q8TEK3,1
P04058_1gqs,P04058,8
P10275_2ax9,P10275,4
Q04609_6hkj,Q04609,5
O15496_5ow8,O15496,1
P27487_3vjl,P27487,11
P00742_3m36,P00742,2
P41148_6c91,P41148,1
P0A8M3_4hwo,P0A8M3,1
Q13526_3kag,Q13526,1
O14757_2yer,O14757,2
P00517_3dne,P00517,1
Q9C0B1_6akw,Q9C0B1,1
Q9Y6M4_4g17,Q9Y6M4,1
A5J299_4uoh,A5J299,1
P11456_1m6p,P11456,1
Q9Y233_4xy2,Q9Y233,1
P02766_3fcb,P02766,1
P06276_6ep4,P06276,12
Q08499_3g4k,Q08499,3
O35904_6q73,O35904,1
Q9NWZ3_4yp8,Q9NWZ3,2
Q04609_2xei,Q04609,5
Q8IWA4_5goe,Q8IWA4,1
P61964_6pgb,P61964,2
P08235_5mwp,P08235,1
P15056_4g9c,P15056,2
P05413_2hmb,P05413,4
Q14289_3fzr,Q14289,2
P07900_5j64,P07900,1
P56817_4b70,P56817,3
Q460N5_5nqe,Q460N5,1
P49137_2jbo,P49137,2
Q83883_5tg1,Q83883,1
Q9UM73_5ftq,Q9UM73,1
P12931_1o4o,P12931,2
O60678_3smq,O60678,1
P03372_1qkt,P03372,1
P49336_5hbj,P49336,1
P49773_5wa8,P49773,2
P00918_3sax,P00918,3
P56817_2g94,P56817,3
P32890_1lt5,P32890,1
P24941_4lyn,P24941,3
P04191_5a3r,P04191,3
Q9NYA1_3vzd,Q9NYA1,1
P37353_5c5h,P37353,1
P15379_4mrg,P15379,1
Q6XEC0_6q5b,Q6XEC0,1
P26446_3pax,P26446,1
P31947_4dho,P31947,3
Q8WSF8_2y58,Q8WSF8,2
Q9RA63_4lj5,Q9RA63,2
Q99683_4bic,Q99683,1
P24941_4bck,P24941,3
Q14680_5twl,Q14680,1
Q873X9_3chc,Q873X9,1
P35968_2rl5,P35968,1
P04058_1e66,P04058,8
P49759_5j1v,P49759,1
Q54276_1w1t,Q54276,1
O60885_5dx4,O60885,1
P56817_2wf4,P56817,3
P56817_2qp8,P56817,3
P14740_2gbi,P14740,6
O92972_3upi,O92972,3
P19491_3bft,P19491,2
Q04609_3sjf,Q04609,5
Q14680_4bky,Q14680,1
O95271_4li6,O95271,2
P00918_3rz7,P00918,3
P00489_3g2n,P00489,4
P56817_4j1i,P56817,3
P26663_1nhu,P26663,3
Q9Y5P4_6j81,Q9Y5P4,1
O96935_4zx5,O96935,1
O60674_5tq8,O60674,2
P22629_1df8,P22629,1
O60885_5cqt,O60885,1
Q04771_6gin,Q04771,7
P26276_2h5a,P26276,1
Q8Y8D7_5dhp,Q8Y8D7,1
P00492_4raq,P00492,1
P26663_2dxs,P26663,3
O15294_6ma5,O15294,4
Q24451_1qx1,Q24451,2
Q5RZ08_6ixd,Q5RZ08,1
O95271_4i9i,O95271,2
O14965_4dea,O14965,3
P00918_3m96,P00918,3
O96013_4app,O96013,1
P00323_1akw,P00323,4
A4TVL0_6r0s,A4TVL0,1
P18031_5kad,P18031,11
P09467_2jjk,P09467,1
P00374_3oaf,P00374,1
P0A9J4_1yon,P0A9J4,1
P0A0K8_5d6p,P0A0K8,1
P44539_1f7b,P44539,1
P08581_3zcl,P08581,1
Q0TR53_2xpk,Q0TR53,1
P28482_6ge0,P28482,4
P13053_3vrw,P13053,1
P09874_3l3l,P09874,1
P08246_5a8y,P08246,1
Q16539_4eh6,Q16539,4
P06276_4tpk,P06276,13
P00918_5sz7,P00918,3
Q07820_4hw3,Q07820,1
P46925_2igx,P46925,1
Q96RI1_5q14,Q96RI1,1
Q18014_3zy5,Q18014,1
O15530_3h9o,O15530,4
P00760_5mnx,P00760,2
Q9UM73_4foc,Q9UM73,1
P27487_2ole,P27487,1
Q8IKG4_4y6p,Q8IKG4,1
P55201_5t4u,P55201,1
O88622_4na4,O88622,2
P00338_4qt0,P00338,4
O60760_6n4e,O60760,1
P39900_2k2g,P39900,1
P08235_4pf3,P08235,1
Q9NRG4_3s7b,Q9NRG4,1
P06999_3n1c,P06999,3
P56817_2va7,P56817,1
P56817_2vnm,P56817,3
P02766_4des,P02766,1
P56817_3tpp,P56817,3
P00772_1e37,P00772,1
O14684_5t37,O14684,1
P56817_6dhc,P56817,3
P95468_2ay6,P95468,3
P18031_2cma,P18031,11
P09467_2fhy,P09467,3
O60885_4clb,O60885,1
Q16539_3uvq,Q16539,4
P43235_4x6i,P43235,1
P02791_3f38,P02791,1
P01868_1dbb,P01868,1
Q92731_1x78,Q92731,2
P00469_3ijz,P00469,1
Q8N5Z0_4gdy,Q8N5Z0,2
P26281_4m5l,P26281,1
P55201_5eps,P55201,1
P28523_2oxd,P28523,1
Q08881_3v5j,Q08881,1
P03367_3tkw,P03367,2
P29274_5iu7,P29274,5
Q92793_5i8g,Q92793,2
P13497_6bsm,P13497,1
P09382_3t2t,P09382,1
O15530_2r7b,O15530,4
Q06187_1b55,Q06187,2
O60674_4e6d,O60674,2
P56817_4zsr,P56817,3
Q9H2K2_4iue,Q9H2K2,2
Q24451_2ow6,Q24451,2
Q14680_4d2t,Q14680,1
Q9HYN5_2jdu,Q9HYN5,2
P30113_2ca8,P30113,1
O60885_4lyw,O60885,1
P45452_3wv2,P45452,1
Q10714_2x8z,Q10714,3
Q05397_3bz3,Q05397,1
P24941_3qtq,P24941,2
O14757_3tkh,O14757,2
P18031_2qbp,P18031,11
Q00987_4oas,Q00987,2
O00408_5tza,O00408,1
Q00987_4zyi,Q00987,2
P48736_4anu,P48736,1
P00918_4q7s,P00918,3
P62508_6i62,P62508,1
P42530_2vmc,P42530,1
P56817_3skf,P56817,3
P03366_1w5x,P03366,1
P00798_2web,P00798,1
O32253_3bxg,O32253,1
O75460_4z7h,O75460,1
P24941_3my5,P24941,3
P00517_2oh0,P00517,1
P61823_2xoi,P61823,1
Q9UM73_6ebw,Q9UM73,1
Q9ELS8_2fm2,Q9ELS8,1
P00533_3ika,P00533,1
Q16790_5fl4,Q16790,1
P32019_5a7j,P32019,1
P09955_4uia,P09955,1
O14757_2wmv,O14757,2
Q04609_3bhx,Q04609,5
P03372_2r6y,P03372,1
Q8DP79_4eox,Q8DP79,1
O15530_3qcy,O15530,4
Q9UIF8_5l8t,Q9UIF8,1
P00918_5n1s,P00918,3
Q9UM73_2xb7,Q9UM73,1
